product_name,product_price
"Samsung Galaxy Note8 Smartphone 6.3""  6GB RAM + 64GB ROM 12MP + 12MP Single SIM - Grey","₦ 139,000"
"Samsung Galaxy Note8 Smartphone 6.3""  6GB RAM + 64GB ROM 12MP + 12MP Single SIM - Black","₦ 139,900"
,
,
,
,
,
,
,
,
"Samsung Galaxy Note8 Smartphone 6.3""  6GB RAM + 64GB ROM 12MP + 12MP Single SIM - Blue","₦ 139,900"
"Samsung Galaxy S9+ 6.2"" 6GB RAM + 64GB ROM Double 12MP Single SIM Smartphone - Purple","₦ 142,900"
"Samsung Galaxy A60 6GB+64GB 6.3"" 32MP Triple Cameras Snapdragon 675 15W QC 3500mAh-Blue + 2 Pcs Screen Protector","₦ 115,240 - ₦ 115,259"
"Samsung Galaxy A2 Core Dual Sim 5"" - 16gb+1gb - 4G LTE Black","₦ 39,500"
"Samsung Galaxy Note8 Smartphone 6.3""  6GB RAM + 64GB ROM 12MP + 12MP Single SIM - Grey","₦ 139,900"
"Samsung Galaxy S6 Edge - 5.1"" - 16MP + 5MP - 32GB ROM + 3GB RAM - Smartphone - Green","₦ 54,900"
"Samsung Galaxy S20 6.2-Inch (8GB 128GB ROM) Android 10.0 (12MP + 64MP + 12MP)+(10MP)  4G, Dual SIM  - Cosmic Gray","₦ 420,000"
"Samsung Galaxy A6s 6GB+128GB 6.0"" 12MP+5MP AI Dual Camera Snapdragon 660 Octa Core Face&Fingerprint ID Unlock 3300mAh-Black","₦ 105,288"
"Samsung Galaxy S9+ 6.2"" 6GB RAM + 64GB ROM Double 12MP Single SIM Smartphone - Black","₦ 149,900"
"Samsung Galaxy S8 Plus (S8+) - 5.8 Inches (4GB,64GB ROM)  - Maple Gold","₦ 179,900"
"Samsung Galaxy A01- 5.7-Inch (2GB RAM, 16GB ROM), (2MP + 13MP) Dual SIM 3,000 MAh Smartphone ","₦ 51,000"
"Samsung Galaxy S8 - 5.8"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Gold","₦ 99,900"
Samsung Galaxy S8 Plus (S8+) 6.2 Inches Android 8.0(Oreo) 4G LTE (4GB RAM 64GB ROM) Single Sim - Black+Free Pouch,"₦ 190,000"
Samsung Samsung Galaxy S9+ ( S9 Plus ) Duel Sim ( 2 Sim Card)6.2'' Inch QHD 6GB+64GB 12MP+8MP 4G Smartphone - Royal Blue,"₦ 190,000"
Samsung 10000mAh   USB   External Battery Mini Portable,"₦ 9,918"
"Samsung Galaxy S7 Edge 5.5"" Inch 4GB RAM 32GB ROM Lte Phone - Gold","₦ 79,900"
Samsung Galaxy Note 4  LTE Smartphone 5.7 Inch 16MP 3GB 32GB  Mobile Phone -Black,"₦ 53,990"
"Samsung Galaxy S7 Edge 5.5"" Inch 4GB RAM 32GB ROM Lte Phone - Black","₦ 79,900"
Samsung Galaxy S4 I9507V 4G Smartphone 5.0'' 2600mAh FHD 13MP Camera 2GB RAM 16GB ROM Mobile Phone,"₦ 89,000"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP SINGLE SIM 4G LTE- BLUE +Free Pouch","₦ 250,000"
"Samsung Galaxy Note 10 6.3-Inch (8GB RAM, 256GB ROM), (12MP + 16MP) Dual SIM 3,500 MAh Smartphone - Aura Glow","₦ 440,000"
"Samsung Galaxy S7 Edge 4GB RAM 32GB ROM 5.5"" Inch LTE Mobile Phone 12.0 MP Android Quad Core -silver","₦ 79,900"
"Samsung A2core, 5.0inches, 16gb-1GbRam, 4LTE, Blue","₦ 38,500"
Samsung Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint -Silver,"₦ 64,900"
"Samsung Galaxy Note 8 6.3-Inch QHD (6GB,64GB ROM) Android 7.1 Nougat, (12MP + 12MP) + 8MP Dual SIM 4G LTE - Maple Gold","₦ 185,000"
Samsung Flip Case For  Galaxy J7 Prime Black,"₦ 9,500"
"Samsung Samsung Galaxy S8 Octa Core 5.8"" 12MP RAM+8MP Smartphone 4GB +64GB-Silver (refurbished)","₦ 105,999"
Samsung Wireless Bluetooth Earpiece,"₦ 6,500"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE Smartphone - Blue+free Pouch","₦ 250,000"
"Samsung Galaxy Fold, 7.3-Inch (12GB RAM, 512GB ROM), (12MP + 12MP + 16MP) + (10MP + 8MP) Nano SIM - Cosmos Black","₦ 790,000"
"Samsung Galaxy A01 5.7 -Inch Infinity-V Display (2GB,16GB ROM) Android 10.0, (13MP+2MP) + 5MP  Dual SIM - Blue","₦ 58,500"
"Samsung Galaxy S7 Edge 5.5"" Inch 4GB RAM 32GB ROM Lte Phone - White","₦ 79,900"
Samsung Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint,"₦ 64,900"
Samsung Galaxy S7 Edge G935 Quad Core 5.5' Smartphone 4G LTE ROM 32GB 12MP  White,"₦ 124,360"
Samsung Galaxy S9 Plus Single Sim 6.2'' Inch QHD 6GB Ram+64GB Rom 12MP+8MP 4G Smartphone-Midnight Black,"₦ 195,000"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE- BLUE +Free Pouch","₦ 250,000"
"Samsung Z FLIP  6.7-  INCH  DUAL SIM ( 8GB RAM, 256GB ROM) - MIRROR BLACK","₦ 600,000"
"Samsung Galaxy S6 5.1"" Inch LTE 3GB RAM 32GB ROM 16MP Phone - Gold","₦ 49,900"
Samsung Galaxy S9 Dual Sim 5.8'' Inch QHD 4GB+64GB 12MP+8MP 4G Smartphone-Gold,"₦ 152,900"
Samsung Galaxy S9 Dual Sim 5.8'' Inch QHD 4GB+64GB 12MP+8MP 4G Smartphone-Black,"₦ 152,900"
,
,
,
,
,
,
,
,
"Samsung Galaxy S6 Edge - 5.1"" - 16MP + 5MP - 32GB ROM + 3GB RAM - Smartphone - Black","₦ 53,900"
"Samsung Galaxy S8 Plus - 6.2"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Grey","₦ 115,900"
Samsung Galaxy S6 Edge+ Plus Bluetooth Keyboard Cover Case,"₦ 12,000"
Samsung Wallet Card Holder Men Women Red Soft Synthetic Leather Flip Case Cover For Samsung Galaxy S3 S4 S5 Note3,"₦ 3,981"
"Samsung Galaxy S8 Plus (S8+) - 5.8 Inches (4GB,64GB ROM)  - Midnight Black","₦ 179,900"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE Smartphone - Purple+free Pouch","₦ 250,000"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE - Blue + Free Pouch","₦ 310,000"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE - Black + Free Pouch","₦ 310,000"
"Samsung Galaxy A6s 6GB+64GB 6.0"" 12MP+5MP AI Dual Camera Snapdragon 660 Octa Core Face&Fingerprint ID Unlock 3300mAh-Blue","₦ 91,199"
"Samsung Galaxy A9 6.3"" Full HD+ SAMOLED (6GB, 128GB ROM) Android 8.0 Oreo, 24MP+24MP Dual SIM 4G","₦ 124,000"
"Samsung Galaxy A71(6GB RAM +128GB ROM) - 6.7"" Amoled - 4500mAh - 64mp/12mp/5mp/5mp + 32mp- Prism Crush Black","₦ 210,000"
Samsung Samsung Galaxy S9+ ( S9 Plus ) Duel Sim 6.2'' Inch QHD 6GB+64GB 12MP+8MP 4G Smartphone - Midnight Black,"₦ 190,000"
"Samsung Galaxy A51 6.5-Inch (4GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - Prism Crush White","₦ 140,000"
Samsung Galaxy Note 5 5.7 '' 16MP 4GB RAM 32GB ROM 4G LTE -Black,"₦ 66,900"
"Samsung Galaxy S7 Edge 4GB RAM 32GB ROM 5.5"" Inch LTE Mobile Phone 12.0 MP Android Quad Core -Black","₦ 79,900"
"Samsung Galaxy A71 6.7-Inch (6GB, 128GB ROM) Android10.0, 64MP+12MP+5MP +5MP) + 32MP 4G LTE Dual SIM - Prism Crush Blue","₦ 190,000"
"Samsung Galaxy A6s 6GB+64GB 6.0"" 12MP+5MP AI Dual Camera Snapdragon 660 Octa Core Face&Fingerprint ID Unlock 3300mAh-Black","₦ 91,199"
"Samsung Galaxy A51 6.5-Inch (4GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - Prism Crush White","₦ 140,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone Dual Sim - Purple+Free Pouch","₦ 170,000"
"Samsung Galaxy Note 10 6.3-Inch (8GB RAM, 256GB ROM), (12MP + 16MP) Dual SIM 3,500 MAh Smartphone - Aura Glow","₦ 420,000"
"Samsung Galaxy Note 9 6.4-Inch (6GB RAM, 128GB ROM) Android 8.1 (12MP + 12MP)","₦ 270,000"
"Samsung Galaxy S9 Plus (S9+) 6.2Inch QHD ( 64gb) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G Smartphone (With 24 Months Warranty) Titanium Gray","₦ 310,000"
Samsung Replacement Battery For Note 3- 3200Mah,"₦ 4,000"
"Samsung Galaxy S9 5.8"" QHD (4GB+64GB ROM)  12MP + 8MP, Android 8.0 Oreo,Single SIM 4G Smartphone","₦ 240,000"
Samsung Samsung Galaxy S9 Plus Black,"₦ 250,000"
"Samsung Galaxy A01- 5.7-Inch (2GB RAM, 16GB ROM), (2MP + 13MP) Dual SIM 3,000 MAh Smartphone - Black","₦ 59,500"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE- Midnight Black+Free Pouch","₦ 250,000"
"Samsung Galaxy Note 10 Plus (Note 10+), 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 12MP + 16MP) Dual SIM - Aura Glow","₦ 400,000"
Samsung HM1000 Bluetooth Stereo Headset,"₦ 5,500"
Samsung S5  FLIP CASE GOLD WITH SENSOR,"₦ 12,500"
Samsung Galaxy Note 5  5.7'' Inch 4GB RAM 32GB ROM 16.0MP LTE 4G Android Smartphone,"₦ 66,990"
"Samsung Galaxy Note 8 6.3-Inch QHD (6GB,64GB ROM), (12MP + 12MP) + 8MP 4G LTE Smartphone - Midnight Black","₦ 180,000"
Samsung Galaxy S7 Edge (4GB Ram 32GB Rom) Gold Platinuim,"₦ 150,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP SINGLE SIM-Blue +Free Pouch","₦ 150,000"
"Samsung Galaxy S6 Edge 5.1"" Curved Screen 32GB ROM 16MP Phone - White","₦ 59,900"
Samsung Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint -white,"₦ 64,900"
"Samsung Galaxy S10 Plus 6.4"" AMOLED (8GB, 128GB ROM) Android 9.0 Pie, (12MP + 12MP + 16MP)+(10MP+8MP) Dual SIM 4G  - Prism Blue ","₦ 330,000"
"Samsung Galaxy Note 9 6.4"" 128GB - 6GB RAM Android 8.1 Nougat 12MP Camera - Ocean Blue","₦ 353,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone Single Sim - Coral Blue+Free Pouch","₦ 170,000"
"Samsung Galaxy S10 Dual Sim - 128GB, 8GB RAM, 4G LTE, Prism White","₦ 302,000"
,
,
,
,
,
,
,
,
"Samsung Galaxy S8 Plus  Back Case, High Standard Quality .Stain, Scratch Resistant. 100 Percent Durability,  Stain And Scratch Resistant.","₦ 7,000"
"Samsung Galaxy A70 6GB+128GB 6.7"" 32MP Triple Cameras Snapdragon 675 Octa Core Fingerprint Unlock 25W Quick Charge 4500mAh-White","₦ 159,600"
Samsung Galaxy Note 5  5.7'' Inch 4GB RAM 32GB ROM 16.0MP LTE 4G Android Smartphone -white,"₦ 66,990"
"Samsung Galaxy S8 - 5.8"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Black","₦ 97,900"
"Samsung Galaxy A2 Core 5"" 1GB RAM 16GB ROM 5MP + 5MP Camera Dual Sim 2600Mah  - Dark Gray","₦ 38,600"
"Samsung Galaxy Note9 6.4"" (6GB RAM, 128GB ROM) Android 8.1 Nougat 12MP+12MP Dual SIM LTE Smartphone- Black","₦ 370,000"
"Samsung Galaxy S7 Edge 4GB RAM 32GB ROM 5.5"" Inch LTE Mobile Phone 12.0 MP Android Quad Core -white","₦ 79,900"
"Samsung Galaxy S9+ 6.2"" 6GB RAM + 64GB ROM Double 12MP Single SIM Smartphone - Gold","₦ 149,900"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G Smartphone - Midnight Black","₦ 158,990"
"Samsung Galaxy Note 10 Plus (Note 10+), 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 12MP + 16MP) Dual SIM - Aura White","₦ 400,000"
Samsung Galaxy Note 4 LTE Smartphone 5.7 Inch 16MP 3GB 32GB,"₦ 53,900"
"Samsung Galaxy A51 6.5-Inch (4GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - Prism Crush White","₦ 140,000"
Samsung Galaxy S7 Smartphone Straight Screen 5.1'' 32GB ROM Quad Core 4G LTE Fingerprint -gold,"₦ 64,900"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE Smartphone - Black+free Pouch","₦ 250,000"
"Samsung Galaxy Note 8 6.3-Inch QHD (6GB,128GB ROM) (12MP + 12MP) + 8MP Dual SIM 4G LTE - Midnight Black","₦ 286,100"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP DUAL SIM-Blue +Free Pouch","₦ 150,000"
Samsung Galaxy S9 5.8'' Inch QHD 4GB+64GB 12MP+8MP 4G Smartphone-Gray,"₦ 132,900"
"Samsung Galaxy A71 6.7-Inch (6GB, 128GB ROM) Android10.0, 64MP+12MP+5MP +5MP) + 32MP 4G LTE Dual SIM - Prism Crush Blue","₦ 190,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone DUAL Sim - Coral Blue+Free Pouch","₦ 170,000"
"Samsung Galaxy Note 10 Lite 6.7"" (6GB, 128GB), (32MP) + (12MP Tripple Rear Camera) Dual SIM 4,500 MAh 4G Smartphone - Aura Black","₦ 270,000"
"Samsung Galaxy Fold, 7.3-Inch (12GB RAM, 512GB ROM), (12MP + 12MP + 16MP) + (10MP + 8MP) Nano SIM - Cosmos Black","₦ 665,000"
"Samsung Galaxy S7 5.1"" Lte Phone 12MP 4GB RAM 32GB ROM Fingerprint  - Black","₦ 64,900"
Samsung Galaxy Note 9 6.4 Inch Single Sim (6GB+128GB) Andriod 4G Smartphone - Purple,"₦ 179,990"
"Samsung Galaxy S8 Plus - 6.2"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Black","₦ 119,900"
"Samsung Galaxy M30s (SM-M307F/DS) Dual SIM 64GB/4GB RAM,6.4"", (48MP+5MP+8MP) Ultra-wide Triple Camera + 16MP Front,6000mAh-white","₦ 100,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone Single Sim - Coral Black+Free Pouch","₦ 170,000"
"Samsung Galaxy S8 - 5.8"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Silver","₦ 97,900"
"Samsung Galaxy S7 Edge 5.5"" 12MP 4GB RAM 32GB ROM NFC Exynos LTE Android Mobile Phone","₦ 68,990"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE- Midnight Black+Free Pouch","₦ 250,000"
Samsung Galaxy S9 5.8'' Inch QHD 4GB+64GB 12MP+8MP 4G Smartphone-Coral Blue,"₦ 132,900"
"Samsung Galaxy S6 Edge - 5.1"" - 12MP + 5MP - 32GB ROM + 3GB RAM - Smartphone - Gold","₦ 54,900"
"Samsung Galaxy S7 5.1"" Lte Phone 12MP 4GB RAM 32GB ROM Fingerprint  - Gold","₦ 64,900"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE Smartphone - Blue+free Pouch","₦ 250,000"
"Samsung Galaxy A51 6.5-Inch (4GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - Prism Crush White","₦ 139,000"
"Samsung Galaxy A50s 6GB+128GB 6.4"" 48MP Triple+32MP Camera Exynos 9611 Octa Core 4000mAh-White","₦ 133,541"
"Samsung Galaxy S8 Plus (S8+) - 5.8 Inches (4GB,64GB ROM)  - Orchid Grey","₦ 179,900"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE- Purple +Free Pouch","₦ 250,000"
"Samsung Galaxy S8 Plus 6.2"" 64GB - 4GB Android 7.0 Nougat 12MP - 8MP 4G LTE - Maple Gold","₦ 280,000"
"Samsung Galaxy S7 Edge 5.5"" Inch 4GB RAM 32GB ROM Lte Phone - Silver","₦ 79,900"
Samsung HM1000 Bluetooth Stereo Headset,"₦ 3,499"
,
,
,
,
,
,
,
,
Samsung Galaxy S8 Plus (S8+) 6.2 Inches Android 8.0(Oreo) 4G LTE (4GB RAM 64GB ROM) Single Sim - Blue+Free Pouch,"₦ 190,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP SINGLE SIM-Lilac Purple +Free Pouch","₦ 150,000"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G Smartphone - Midnight Black","₦ 215,000"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE - Purple + Free Pouch","₦ 310,000"
Samsung Galaxy Note 4 LTE Smartphone 5.7 Inch 16MP 3GB 32GB -Gold,"₦ 53,900"
Samsung Galaxy S8 Global Version LTE GSM 12MP 4GB 64GB NFC Mobile Phone,"₦ 94,990"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE - Purple+Free Pouch","₦ 280,000"
"Samsung Galaxy Note 8 6.3-Inch QHD (6GB,64GB ROM), (12MP + 12MP) + 8MP 4G LTE Smartphone - Blue","₦ 180,000"
Samsung Galaxy S9 Plus Single Sim 6.2'' Inch QHD 6GB Ram+64GB Rom 12MP+8MP 4G Smartphone-Midnight Black,"₦ 195,000"
"Samsung Galaxy M30s 6.4 Inch 4GB, 64GB ROM,Android 9.0 Pie (48MP+5MP+8MP) + 16MP Dual SIM - White","₦ 100,000"
Samsung Galaxy S7 Edge 5.5'' QHD(4GB+32GB) 12MP+5MP 4G Smartphone-Silver,"₦ 74,500"
"Samsung Galaxy S8 - 5.8"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Grey","₦ 97,900"
"Samsung Galaxy S8+ S8 Plus LTE Android Cell Phone 6.2"" 12MP (4GB, 64GB ROM)- Midnight Black","₦ 150,000"
"Samsung Galaxy Note 10 Plus (Note 10+), 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 12MP + 16MP) Dual SIM - Aura Black","₦ 400,000"
Samsung Galaxy S8+ S8 Plus 6.2 Inches'' 12.0MP 4G RAM 64G ROM 4G LTE Octa C 4g+64g(single Sim) Gray,"₦ 129,900"
"Samsung  Galaxy S8 Back Case, High Standard Quality .Stain, Scratch Resistant. 100 Percent Durability,  Stain And Scratch Resistant.","₦ 7,000"
"Samsung Galaxy S6 Edge - 5.1"" - 12MP + 5MP - 32GB ROM + 3GB RAM - Smartphone - Black","₦ 54,900"
"Samsung Galaxy A6+ (2018) 6.0-Inch AMOLED (3GB, 32GB ROM) Android 8.0 Oreo - Black","₦ 96,000"
"Samsung Samsung Galaxy S10 Plus 6.4"" 8GB Ram + 28GB ROM Android 9.0 Pie 12MP + 12MP + 16MP10MP+8MP Dual SIM 4G- Prism Black","₦ 330,000"
"Samsung Galaxy S7 Edge 5.5-Inch QHD (4GB, 32GB ROM) 12MP + 5MP - Black WITH 5D GLASS AND POUCH","₦ 150,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone SINGLE Sim - Purple+Free Pouch","₦ 170,000"
"Samsung Galaxy A8s 6GB+128GB 6.4"" 24MP+10MP+5MP Triple Cameras Snapdragon 710 Octa Core 4G Smartphone Dual Sim 3400mAh-Black","₦ 139,352"
"Samsung Galaxy S8 Plus S8+ (4GB RAM, 64GB ROM) Dual Sim 4G - Midnight Black","₦ 180,000"
"Samsung Galaxy S7 5.1"" Lte Phone 12MP 4GB RAM 32GB ROM Fingerprint  - White","₦ 64,900"
Samsung Galaxy S9 5.8'' Inch QHD  2 Sim (duel Sim)( 4GB + 64GB ROM ) 12MP+8MP _ Midnight Black,"₦ 165,000"
"Samsung Galaxy A9 6.3-Inch Full HD+ SAMOLED (6GB, 128GB ROM) Android 8.0 Oreo, 24MP + 24MP Dual SIM 4G - Lemonade Blue","₦ 125,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP DUAL SIM-BLACK +Free Pouch","₦ 150,000"
Samsung Galaxy J8 32GB ROM 3GB RAM 6.0 Inches 16+ 5MP Dual Rear Camera /16MP Front Camera Dual SIM - Lavender ,"₦ 69,000"
"Samsung Galaxy A9 (2018) 6.3-Inch SAmoled (6GB, 128GB ROM),Android 8.0 Oreo, Quad Rear Cameras (24MP + 5MP + 10MP + 8MP) + 24MP ,4G LTE Dual SIM Smartphone - Bubblegum Pink","₦ 140,000"
Samsung GALAXY S9+6.2-inch RAM 6G+ROM 256G Dual Camera 12MP  Smartphone,"₦ 300,000"
Samsung Galaxy J4  (2018) Clear View Cover Case Mirror View Flip Foli Electroplate Standing Cover,"₦ 10,500"
Samsung Galaxy S6 4G Lte Mobile Phones Octa Core 5.1inch 16MP 3GB RAM 32GB ROM Smartphone,"₦ 49,950"
"Samsung Galaxy S7 Edge Smartphone - 5.5"" - 4GB RAM + 32GB ROM 12MP Single SIM - Black","₦ 76,900"
Samsung Galaxy S8+ S8Plus 6.2 Inches'' 12.0MP 64G ROM 4G LTE Octa C 4g+64g(single Sim) Silver,"₦ 129,900"
"Samsung Galaxy A6s 6GB+128GB 6.0"" 12MP+5MP AI Dual Camera Snapdragon 660 Octa Core Face&Fingerprint ID Unlock 3300mAh-Red","₦ 105,288"
"Samsung Galaxy Note 8 6.3-Inch QHD (6GB,64GB ROM) Dual Sim - Midnight Black","₦ 205,000"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP SINGLE SIM 4G Smartphone - BLACK","₦ 280,000"
"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP SINGLE SIM-BLACK +Free Pouch","₦ 150,000"
Samsung Galaxy Note 4  LTE Smartphone 5.7 Inch 16MP 3GB 32GB  Mobile Phone -Gold,"₦ 53,990"
"Samsung Galaxy S7 5.1"" Lte Phone 12MP 4GB RAM 32GB ROM Fingerprint  - Silver","₦ 64,900"
,
,
,
,
,
,
,
,
Samsung Samsung Galaxy S8 Global Version LTE GSM 12MP 4GB 64GB NFC Mobile Phone,"₦ 94,990"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE - Purple + Free Pouch","₦ 310,000"
"Samsung Galaxy S9 5.8-Inch QHD (4GB, 64GB ROM) Android 8.0 Oreo, 12MP + 8MP Single SIM 4G LTE Smartphone - Purple+free Pouch","₦ 250,000"
"Samsung Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Dual SIM 4G LTE - Purple+Free Pouch","₦ 280,000"
"Samsung Samsung Galaxy S8 5.8-Inch ( 2 Sim )QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone DUAL Sim - Midnight Black","₦ 130,000"
